<S> <S>+BSTag
"Tut,	tut <v> <t_imp> <3p>
tut,	tut <v> <t_imp> <3p>
çocuk!"	çocuk <n> <3s>
çocuk!"	çocuk <n> <3p>
dedi	de <v> <t_past> <3p>
Düşes.	düşes <n> <3s>
Düşes.	düşes <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Her	<unk>
şeyin	şey <n> <p2s> <3s>
şeyin	şey <n> <p2s> <3p>
şeyin	şey <n> <gen>
şeyin	şey <n> <gen> <3s>
şeyin	şey <n> <gen> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
ahlak	ahlak <n> <3s>
ahlak	ahlak <n> <3p>
dersi	ders <n> <p3s> <3s>
dersi	ders <n> <p3s> <3p>
dersi	ders <n> <acc>
dersi	ders <n> <acc> <3s>
dersi	ders <n> <acc> <3p>
vardır,	var <n> <3p> <dir>
vardır,	var <n> <dir> <3p>
vardır,	var <v> <caus> <t_imp> <2s>
vardır,	var <v> <caus> <t_imp> <3p>
vardır,	var <exist> <3s> <dir>
vardır,	var <exist> <3p> <dir>
vardır,	var <exist> <dir> <3p>
yeter	yeter <adj> <Djn_0> <n>
yeter	yeter <adj> <Djn_0> <n> <3s>
yeter	yeter <adj> <Djn_0> <n> <3p>
yeter	yeter <cnjadv>
ki	ki <cnjadv>
bulabilesin."	<unk>
Ve	ve <cnjadv>
konuşurken	konuş <v> <t_aor> <3p> <cpl_ken>
kendini	kendi <n> <p2s> <acc> <3s>
kendini	kendi <n> <p2s> <acc> <3p>
kendini	kendi <prn> <p2s> <acc>
kendini	kendi <prn> <p2s> <acc> <3s>
kendini	kendi <prn> <p2s> <acc> <3p>
Alice’in	<unk>
yanına	yan <n> <p2s> <dat> <3s>
yanına	yan <n> <p2s> <dat> <3p>
yanına	yan <n> <p3s> <dat>
yanına	yan <n> <p3s> <dat> <3s>
yanına	yan <n> <p3s> <dat> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
da	<unk>
yaklaştırdı.	yaklaş <v> <caus> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kadar	<unk>
yakın	yakın <adj> <Djn_0> <n>
yakın	yakın <adj> <Djn_0> <n> <3s>
yakın	yakın <adj> <Djn_0> <n> <3p>
yakın	yakın <v> <t_imp> <2s>
yakın	yakın <v> <t_imp> <3p>
yakın	yakı <n> <p2s>
yakın	yakı <n> <p2s> <3s>
yakın	yakı <n> <p2s> <3p>
yakın	yak <v> <t_imp> <2p>
durmaktan	dur <v> <vn_mak> <abl> <3s>
durmaktan	dur <v> <vn_mak> <abl> <3p>
durmaktan	dur <v> <vinf> <abl>
durmaktan	dur <v> <cv_mak> <abl>
pek	pek <adj> <Djn_0> <n>
pek	pek <adj> <Djn_0> <n> <3s>
pek	pek <adj> <Djn_0> <n> <3p>
pek	pek <adv>
pek	pek <adv> <Dan_0> <n>
pek	pek <adv> <Dan_0> <n> <3s>
pek	pek <adv> <Dan_0> <n> <3p>
hoşlanmadı:	hoşlan <v> <neg> <t_past> <3p>
hoşlanmadı:	hoş <n> <D_lAn> <v> <neg> <t_past> <3s>
hoşlanmadı:	hoş <n> <D_lAn> <v> <neg> <t_past> <3p>
birincisi,	bir <num> <D_IncI> <adj> <Djn_0> <n> <p3s> <3s>
birincisi,	bir <num> <D_IncI> <adj> <Djn_0> <n> <p3s> <3p>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
çirkin	çirkin <adj> <Djn_0> <n>
çirkin	çirkin <adj> <Djn_0> <n> <3s>
çirkin	çirkin <adj> <Djn_0> <n> <3p>
olduğu	ol <v> <vn_dik> <p3s> <3s>
olduğu	ol <v> <vn_dik> <p3s> <3p>
olduğu	ol <v> <vn_dik> <acc>
olduğu	ol <v> <vn_dik> <acc> <3s>
olduğu	ol <v> <vn_dik> <acc> <3p>
olduğu	ol <v> <part_dik> <p3s>
olduğu	ol <v> <part_dik> <p3s> <3s>
olduğu	ol <v> <part_dik> <p3s> <3p>
olduğu	ol <v> <part_dik> <acc>
olduğu	ol <v> <part_dik> <acc> <3s>
olduğu	ol <v> <part_dik> <acc> <3p>
olduğu	ol <v> <cv_dik> <p3s>
için;	için <cnjcoo>
için;	iç <adj> <Djn_0> <n> <p2s>
için;	iç <adj> <Djn_0> <n> <p2s> <3s>
için;	iç <adj> <Djn_0> <n> <p2s> <3p>
için;	iç <adj> <Djn_0> <n> <gen>
için;	iç <adj> <Djn_0> <n> <gen> <3s>
için;	iç <adj> <Djn_0> <n> <gen> <3p>
için;	iç <n> <p2s>
için;	iç <n> <p2s> <3s>
için;	iç <n> <p2s> <3p>
için;	iç <n> <gen>
için;	iç <n> <gen> <3s>
için;	iç <n> <gen> <3p>
için;	iç <v> <t_imp> <2p>
ikincisi,	iki <num> <D_IncI> <adj> <Djn_0> <n> <p3s> <3s>
ikincisi,	iki <num> <D_IncI> <adj> <Djn_0> <n> <p3s> <3p>
çenesini	çene <n> <p3s> <acc> <3s>
çenesini	çene <n> <p3s> <acc> <3p>
Alice’in	<unk>
omzuna	omuz <n> <p2s> <dat> <3s>
omzuna	omuz <n> <p2s> <dat> <3p>
omzuna	omuz <n> <p3s> <dat>
omzuna	omuz <n> <p3s> <dat> <3s>
omzuna	omuz <n> <p3s> <dat> <3p>
dayayacak	daya <v> <t_fut> <3p>
dayayacak	daya <v> <vn_acak>
dayayacak	daya <v> <vn_acak> <3s>
dayayacak	daya <v> <vn_acak> <3p>
dayayacak	daya <v> <part_acak>
dayayacak	daya <v> <part_acak> <3s>
dayayacak	daya <v> <part_acak> <3p>
dayayacak	daya <v> <cv_acak>
dayayacak	daya <v> <cv_ecek>
tam	tam <adj> <Djn_0> <n>
tam	tam <adj> <Djn_0> <n> <3s>
tam	tam <adj> <Djn_0> <n> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
boyda	boy <n> <loc> <3s>
boyda	boy <n> <loc> <3p>
olduğu	ol <v> <vn_dik> <p3s> <3s>
