<S> <S>+BSTag
"Çok	çok <adj> <Djn_0> <n>
"Çok	çok <adj> <Djn_0> <n> <3s>
"Çok	çok <adj> <Djn_0> <n> <3p>
"Çok	çok <adv>
"Çok	çok <adv> <Dan_0> <n>
"Çok	çok <adv> <Dan_0> <n> <3s>
"Çok	çok <adv> <Dan_0> <n> <3p>
"Çok	çok <det>
sertim,	sert <adj> <Djn_0> <n> <p1s>
sertim,	sert <adj> <Djn_0> <n> <p1s> <3s>
sertim,	sert <adj> <Djn_0> <n> <p1s> <3p>
Gripon	<unk>
da	<unk>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
öğrenmedi."	öğren <v> <neg> <t_past> <3p>
Gripon,	<unk>
"Zamanı	zaman <n> <p3s> <3s>
"Zamanı	zaman <n> <p3s> <3p>
"Zamanı	zaman <n> <acc>
"Zamanı	zaman <n> <acc> <3s>
"Zamanı	zaman <n> <acc> <3p>
gelmedi"	gel <v> <neg> <t_past> <3p>
dedi.	de <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Ben	ben <prn> <pers> <3s>
"Ben	ben <prn> <pers> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
klasiklerin	klasik <n> <pl> <p2s> <3s>
klasiklerin	klasik <n> <pl> <p2s> <3p>
klasiklerin	klasik <n> <pl> <gen>
klasiklerin	klasik <n> <pl> <gen> <3s>
klasiklerin	klasik <n> <pl> <gen> <3p>
efendisine	efendi <n> <p3s> <dat> <3s>
efendisine	efendi <n> <p3s> <dat> <3p>
gittim.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <adj> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3s>
Yaşlı	yaş <adj> <Djn_0> <n> <D_lI> <n> <3p>
Yaşlı	yaş <n> <D_lI> <adj>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3s>
Yaşlı	yaş <n> <D_lI> <adj> <Djn_0> <n> <3p>
Yaşlı	yaş <n> <D_lI> <n>
Yaşlı	yaş <n> <D_lI> <n> <3s>
Yaşlı	yaş <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yengeçti,	yengeç <n> <cpl_di> <3p>
yengeçti,	yengeç <n> <3p> <cpl_di>
öyleydi.”	<unk>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n> <3s>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n> <3p>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n> <3s>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n> <3p>
Yalancı	yalan <n> <D_CI> <adj>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n> <3s>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n> <3p>
Yalancı	yalan <n> <D_CI> <n>
Yalancı	yalan <n> <D_CI> <n> <3s>
Yalancı	yalan <n> <D_CI> <n> <3p>
Kaplumbağa	kaplumbağa <n> <3s>
Kaplumbağa	kaplumbağa <n> <3p>
içini	iç <adj> <Djn_0> <n> <p2s> <acc> <3s>
içini	iç <adj> <Djn_0> <n> <p2s> <acc> <3p>
içini	iç <adj> <Djn_0> <n> <p3s> <acc>
içini	iç <adj> <Djn_0> <n> <p3s> <acc> <3s>
içini	iç <adj> <Djn_0> <n> <p3s> <acc> <3p>
içini	iç <n> <p2s> <acc>
içini	iç <n> <p2s> <acc> <3s>
içini	iç <n> <p2s> <acc> <3p>
içini	iç <n> <p3s> <acc>
içini	iç <n> <p3s> <acc> <3s>
içini	iç <n> <p3s> <acc> <3p>
çekerek:	<unk>
“Ben	<unk>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
